epoch,train_loss,train_acc,val_loss,val_acc
1,1.4303063878646263,0.46694120443784276,0.9596288309377783,0.5275735294117647
2,1.0914471598771902,0.4935884301479046,0.9018983104649712,0.5422794117647058
3,0.9692463563038752,0.4969656366568345,0.8534354497404659,0.5082720588235294
4,0.9263172149658203,0.5104981083136338,0.8359438145861906,0.5165441176470589
5,0.9072049489388099,0.49531841094677265,0.8265806752092698,0.5119485294117647
6,0.8906296033125657,0.5224345839940585,0.8160035925752976,0.5045955882352942
7,0.8316491924799405,0.5112429068638729,0.8003297307912041,0.546875
8,0.8228721426083492,0.5383945455917946,0.7773344236261704,0.5340073529411765
9,0.8273077212847196,0.5457873582839966,0.7741937462021323,0.48713235294117646
10,0.8045825756513155,0.5273604979881874,0.7620164927314309,0.5413602941176471
11,0.8268705863219041,0.5674692621597877,0.7598323822021484,0.5009191176470589
12,0.8066799658995408,0.5382132722781254,0.7525547076674068,0.5542279411764706
13,0.8165333344386174,0.5445854352070735,0.7426356743363773,0.5569852941176471
14,0.779638226215656,0.5684189787277809,0.7479923612931195,0.5698529411764706
15,0.7943107146483201,0.5609315890532274,0.7497187852859497,0.5431985294117647
16,0.7840079417595497,0.5672643441420335,0.7407812476158142,0.5579044117647058
17,0.7763087538572458,0.5658220364497258,0.7426622334648582,0.5790441176470589
18,0.7566332670358511,0.5815691993786738,0.7417631570030662,0.5689338235294118
19,0.7625050916121556,0.5609079443491423,0.7382261402466718,0.5836397058823529
20,0.791852266054887,0.5558716897781079,0.740869311725392,0.5615808823529411
21,0.7893739704902355,0.5583582914792574,0.7443493008613586,0.5670955882352942
22,0.7724194494577554,0.5708346467751723,0.7396677276667427,0.5854779411764706
23,0.7604013965680049,0.5924337955621573,0.744361400604248,0.5404411764705882
24,0.7588702045954191,0.5605572196153494,0.7342179663041059,0.5882352941176471
25,0.7615110461528485,0.5759418349999648,0.7354841512792251,0.59375
26,0.7306995277221386,0.6049456174557025,0.726037810830509,0.5863970588235294
27,0.7440151663926932,0.5862901953550486,0.7196189971531138,0.5827205882352942
28,0.7291880323336675,0.5929500313905569,0.7201384972123539,0.5680147058823529
29,0.7356963162238781,0.5732976042307341,0.7182130953844856,0.5882352941176471
30,0.7239131757846246,0.6011940415088947,0.7184793528388528,0.5873161764705882
31,0.7196350152675922,0.6107621376331036,0.7090610020300921,0.6047794117647058
32,0.7242703501994793,0.5924929068638728,0.7054163357790779,0.6066176470588235
33,0.7198250440450815,0.5975528056804951,0.7126605966511894,0.5836397058823529
34,0.7045649280914894,0.5861956174557026,0.7114983165965361,0.5863970588235294
35,0.7242350298624772,0.6117827864793631,0.7077918824027566,0.6112132352941176
36,0.6963260820278755,0.6090558006213261,0.7029255383154925,0.6185661764705882
37,0.7134644838479849,0.5989360020710872,0.7071763101746055,0.625
38,0.7041616623218243,0.6227931902958797,0.6996548841981327,0.5955882352941176
39,0.720174960906689,0.6167835749112642,0.7034285524312187,0.59375
40,0.6825134066435007,0.6039840789941641,0.6969445172478171,0.6047794117647058
41,0.6980447691220504,0.6141275222484882,0.696125303997713,0.5983455882352942
42,0.6885947057834039,0.6166771751183729,0.7085062125149895,0.5827205882352942
43,0.6853738074119274,0.6170594261242793,0.7085537489722756,0.6020220588235294
44,0.7059552664940174,0.6042835749112643,0.7026193843168371,0.5974264705882353
45,0.6929481946505033,0.6056549494083111,0.6980477536425871,0.6305147058823529
46,0.6916973104843727,0.6018915506509634,0.7003537872258354,0.6102941176470589
47,0.6814968228340149,0.6214099939052875,0.7021867282250348,0.6378676470588235
48,0.6751343034780942,0.6242354979881873,0.6984460529159097,0.59375
49,0.696241523210819,0.613922604230734,0.7038065370391396,0.6112132352941176
50,0.6881703729812916,0.6266393441420335,0.6983236144570744,0.625
51,0.6952764827471513,0.6275654160059415,0.6959311471265905,0.5845588235294118
52,0.6896253668344938,0.6080824402662424,0.6951701185282539,0.6213235294117647
53,0.6767234476713034,0.6227695455917945,0.6916292274699491,0.6148897058823529
54,0.6621412419355832,0.6184426225148715,0.6961240277570837,0.5992647058823529
55,0.6821871895056505,0.605532786479363,0.6924294163199032,0.6121323529411765
56,0.6758458261306469,0.6177687580768879,0.6866297967293683,0.6213235294117647
57,0.6552302255080297,0.6228286568935101,0.6811828087357914,0.5983455882352942
58,0.6907727374480321,0.6142339220413795,0.6909077448003432,0.6158088235294118
59,0.6638941668547117,0.6215203340236958,0.6859543989686405,0.6148897058823529
60,0.6631828656563392,0.6177805799704331,0.6848954032449162,0.5992647058823529
61,0.6672924848703238,0.6186948299407959,0.6863897688248578,0.6047794117647058
62,0.6636176292712872,0.6288382722781255,0.6881667410626131,0.6075367647058824
63,0.6495537386490748,0.6180209645858178,0.686724420856027,0.6176470588235294
64,0.6504495029266064,0.6165313684023344,0.6766103996950037,0.6378676470588235
65,0.6415042881782238,0.6247872004142174,0.6790202224955839,0.6295955882352942
66,0.6617234280476203,0.6247399119230417,0.6782732430626365,0.6295955882352942
67,0.6420803799079015,0.6314470364497258,0.6744814129436717,0.6424632352941176
68,0.6359612327355605,0.6271201133728027,0.6752696808646707,0.6369485294117647
69,0.6421973026715793,0.6367709645858177,0.6687196563271915,0.6158088235294118
70,0.6566957285771003,0.62227695446748,0.6826922297477722,0.6084558823529411
71,0.6455004504093758,0.6084174018639784,0.6755223169046289,0.6185661764705882
72,0.6276358031309568,0.6259300121894249,0.6729894385618322,0.6204044117647058
73,0.6328124504822951,0.6312184737278865,0.6760615636320675,0.6158088235294118
74,0.6115033819125248,0.6230453968048095,0.677577390390284,0.6213235294117647
75,0.6362126781390264,0.6252088583432711,0.6779482434777653,0.6305147058823529
76,0.6336478508435763,0.6307849939052875,0.6680185374091653,0.6231617647058824
77,0.6236623745698195,0.6324085749112642,0.6662210173466626,0.6213235294117647
78,0.6454601535430321,0.6194396275740404,0.6687538483563591,0.609375
79,0.6202545784986936,0.6258827236982493,0.672575459760778,0.6222426470588235
80,0.6300001479112185,0.6315061477514413,0.669616608058705,0.6470588235294118
81,0.6348950725335342,0.6348597095562861,0.6795380606370813,0.6259191176470589
82,0.617930833192972,0.6398723198817327,0.6751247504178215,0.6194852941176471
83,0.6337654902384832,0.6285624210651104,0.6745491466101479,0.6222426470588235
84,0.6228217670550713,0.6182731710947477,0.6645285942975212,0.6341911764705882
85,0.6106477393553807,0.6333228248816271,0.6713780164718628,0.6433823529411765
86,0.6186068145128397,0.634126733816587,0.6690766443224514,0.6056985294117647
87,0.6170576402774224,0.6353759453846858,0.669271237709943,0.6268382352941176
88,0.6159900280145498,0.634126733816587,0.6665676954914542,0.6167279411764706
89,0.6109151047009688,0.6191637763610253,0.6753387083025539,0.65625
90,0.6117115864386925,0.6238374838462243,0.66771119482377,0.6378676470588235
91,0.6164358904728523,0.6340912672189566,0.6698681694619796,0.6056985294117647
92,0.6096896006510808,0.6312066518343412,0.6677823627696318,0.6194852941176471
93,0.5963914155960083,0.6309308006213261,0.6750151006614461,0.6066176470588235
94,0.6034354526263017,0.6360498107396639,0.6718276037889368,0.6213235294117647
95,0.5982191530557779,0.6329011660355788,0.6710327776039348,0.6240808823529411
96,0.5817457845577827,0.6346075030473562,0.6645895119975594,0.6286764705882353
97,0.6031295973521013,0.6220602145561805,0.6864166329888737,0.6498161764705882
98,0.5889617566878979,0.6474582282396463,0.6747392188100254,0.6222426470588235
99,0.6049217059062078,0.6357976042307341,0.6764130907900193,0.6387867647058824
